Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,URL_Type_obf_Type
0,3,5,4.6666665,10,3,3,1,1,0,0,0,0,0,0,0,0,0,0,42,16,19,19,8,3,2,0.45238096,0.04761905,0.125,0.3809524,1.1875,0.10526316,0,-1,3,-1,0.6875,-1,8,0,0,8,0,-1,25,14,4,0,3,-1,8,10,4,4,-1,0,0,3,0,2,-1,0.19047619,0,0,0.666666667,0,-1,6,2,1,1,0,-1,0.807884636,0.84375,0.898226518,0.814038036,1,-1,spam
0,3,4,5.6666665,13,4.25,3,4,3,0,0,0,0,0,0,0,0,0,0,46,19,20,20,9,4,2,0.4347826,0.04347826,0.10526316,0.41304347,1.0526316,0.1,0,-1,3,-1,0.7368421,-1,0,0,0,0,0,-1,38,17,4,9,4,-1,9,13,9,4,-1,0,0,3,0,1,-1,0,0,0,0,0,-1,6,2,1,1,0,-1,0.71078861,0.817187788,0.871049064,0.784068782,1,-1,spam
0,4,13,3.75,8,9.769231,4,35,30,0,0,0,0,0,0,0,0,0,0,164,18,139,139,2,2,2,0.847561,0.012195122,0.11111111,0.1097561,7.7222223,0.01438849,0,-1,5,-1,0.5,-1,11,0,0,0,11,-1,128,15,7,6,96,-1,122,8,13,13,-1,0,0,3,0,2,-1,0.067073171,0,0,0.085271318,0.090163934,-1,23,3,2,16,15,-1,0.637328332,0.820010419,0.879588002,0.646457797,0.647475618,-1,spam
6,3,9,2.6666667,4,6,3,17,19,0,0,0,0,0,0,0,0,0,0,77,10,60,60,2,2,18,0.77922076,0.23376623,1.8,0.12987013,6,0.3,0,-1,3,-1,0.5,3,3,0,0,0,3,3,60,8,13,20,15,3,22,4,14,14,3,1,2,4,0,2,3,0.038961039,0,0,0.068181818,0.136363636,0.166666667,11,2,2,5,4,3,0.696017898,0.879588002,0.683364648,0.754305301,0.849604891,0.83006772,spam
21,3,12,3.6666667,7,2.6666667,3,15,7,1,1,0,0,0,0,0,0,0,0,89,13,69,69,2,2,58,0.7752809,0.6516854,4.4615383,0.14606741,5.3076925,0.8405797,0,-1,3,-1,0.53846157,7,9,1,-1,0,8,8,60,10,-1,5,41,11,62,2,8,8,7,1,5,2,0,4,9,0.101123596,0.076923077,0,0.117647059,0.129032258,0.137931034,15,2,-1,11,10,9,0.723012727,0.833699597,NaN,0.751494989,0.745061517,0.74654933,spam
44,3,10,6.6666665,16,3.75,3,15,14,10,0,10,0,8,2,0,2,0,2,115,22,86,86,2,2,67,0.7478261,0.5826087,3.0454545,0.19130434,3.909091,0.7790698,0,-1,4,-1,0.77272725,32,23,0,1,1,21,20,77,20,11,11,31,23,55,16,10,8,12,0,2,3,0,4,3,0.2,0,0.1,0.289473684,0.309859155,0.328358209,11,2,1,6,5,4,0.778365457,0.801138793,0.879588002,0.829430348,0.829973929,0.822259206,spam
43,3,12,5,11,4.8,3,25,19,7,0,7,0,7,5,0,5,0,5,134,17,110,110,2,2,81,0.8208955,0.6044776,4.7647057,0.12686567,6.470588,0.73636365,0,-1,3,-1,0.3529412,32,23,0,0,0,23,23,91,14,10,11,52,19,85,5,10,10,7,0,4,3,1,4,7,0.171641791,0,0,0.234693878,0.270588235,0.283950617,14,2,1,9,8,7,0.706744256,0.87400659,0.907019018,0.735413498,0.754912854,0.74924796,spam
35,3,13,4.3333335,9,3.5,3,14,17,5,0,5,0,5,3,0,3,0,3,113,15,91,91,2,2,73,0.8053097,0.6460177,4.866667,0.13274336,6.0666666,0.8021978,0,-1,3,-1,0.6666667,32,30,0,0,0,30,27,65,13,4,7,37,8,77,9,7,7,0,0,2,3,0,1,3,0.265486726,0,0,0.352941176,0.38961039,0.551020408,16,2,1,11,10,3,0.710870987,0.89761679,0.871049064,0.715887167,0.709294181,0.787259528,spam
7,5,11,2.4,3,4.6666665,5,17,10,2,0,2,0,1,0,0,0,0,0,88,16,65,65,2,2,31,0.7386364,0.35227272,1.9375,0.18181819,4.0625,0.47692308,0,-1,5,-1,0.25,4,5,0,0,0,5,3,65,12,21,4,24,4,35,3,9,8,4,0,2,5,0,3,3,0.056818182,0,0,0.125,0.142857143,0.161290323,14,4,3,5,4,3,0.727375593,0.769454883,0.773768511,0.848435276,0.873249411,0.864859513,spam
36,3,11,4.3333335,9,4.2,3,16,13,5,0,5,0,5,3,0,3,0,3,112,15,90,90,2,2,64,0.8035714,0.5714286,4.266667,0.13392857,6,0.7111111,0,-1,3,-1,0.6666667,32,29,0,0,0,29,28,67,13,4,14,32,8,68,9,8,8,0,0,2,3,0,3,3,0.258928571,0,0,0.345238095,0.426470588,0.5,12,2,1,7,6,3,0.732372853,0.89761679,0.871049064,0.75779126,0.773665524,0.784635478,spam
25,4,14,5.75,12,3.6666667,4,16,20,3,0,3,0,2,0,0,0,0,0,142,26,109,109,2,2,81,0.76760566,0.57042253,3.1153846,0.18309858,4.1923075,0.74311924,0,-1,5,-1,0.5,19,30,0,4,0,26,3,91,23,46,3,15,20,43,12,11,11,19,0,3,6,0,2,5,0.211267606,0,0.064516129,0.553191489,0.604651163,0.073170732,19,3,11,3,2,7,0.716949164,0.791265232,0.777497759,0.728571734,0.704878132,0.838341826,spam
37,3,26,6.6666665,16,3.25,3,28,25,21,0,21,0,19,12,0,12,0,12,224,22,195,195,2,2,161,0.87053573,0.71875,7.318182,0.09821428,8.863636,0.82564104,0,-1,6,-1,0.77272725,37,63,0,11,1,51,8,129,20,45,2,58,21,118,16,10,10,0,0,1,11,0,9,1,0.28125,0,0.150684932,0.426229508,0.43220339,0.191489362,24,2,13,7,6,7,0.667889545,0.801138793,0.712912007,0.714142736,0.71532374,0.773545813,spam
40,3,8,7,17,3.75,3,15,10,9,0,9,0,9,8,0,8,0,8,102,23,72,72,2,2,53,0.7058824,0.51960784,2.3043478,0.2254902,3.1304348,0.7361111,0,-1,3,-1,0.7826087,32,24,0,0,0,24,24,64,21,5,7,27,16,57,17,7,7,5,0,3,3,0,1,5,0.235294118,0,0,0.369230769,0.421052632,0.452830189,12,2,1,7,6,5,0.726431893,0.8077698,0.898226518,0.768801661,0.761610812,0.754583482,spam
0,4,8,4,7,3.125,4,9,9,0,0,0,0,0,0,0,0,0,0,58,19,32,32,2,2,2,0.55172414,0.03448276,0.10526316,0.3275862,1.6842105,0.0625,0,-1,3,-1,0.42105263,-1,2,0,0,0,2,-1,43,16,13,7,3,-1,7,7,7,7,-1,0,0,6,0,2,-1,0.034482759,0,0,0.285714286,NaN,-1,9,3,4,0,0,-1,0.741489449,0.807834775,0.779410564,0.796453036,0,-1,spam
0,3,5,4.6666665,10,3,3,2,3,1,0,1,1,0,0,0,0,0,0,42,16,19,19,8,3,2,0.45238096,0.04761905,0.125,0.3809524,1.1875,0.10526316,0,-1,3,-1,0.6875,-1,6,0,0,6,0,-1,27,14,4,2,3,-1,8,10,4,4,-1,0,0,3,0,2,-1,0.142857143,0,0,0.5,0,-1,6,2,1,1,0,-1,0.781391918,0.84375,0.898226518,0.814038036,1,-1,spam
0,3,3,5,11,4.6666665,3,3,1,1,0,1,1,0,0,0,0,0,0,40,17,16,16,11,3,2,0.4,0.05,0.11764706,0.425,0.9411765,0.125,0,-1,3,-1,0.7058824,-1,4,0,-1,4,0,-1,29,15,-1,7,3,-1,11,11,3,-1,-1,0,0,2,0,1,-1,0.1,0,0,0.266666667,0,-1,5,2,-1,1,0,-1,0.79389846,0.8273055,NaN,0.965872263,1,-1,spam
829,3,6,4.3333335,9,2.5,3,101,98,95,0,95,0,95,5,0,5,0,5,868,15,846,846,2,2,832,0.9746544,0.95852536,55.466667,0.017281106,56.4,0.98345155,0,-1,3,-1,0.6666667,829,112,0,0,0,112,112,746,13,3,3,723,717,837,9,4,4,0,0,1,3,0,1,1,0.129032258,0,0,0.133174792,0.133811231,0.134615385,8,2,1,3,2,1,0.579999024,0.863489053,0.827729377,0.578859389,0.578104955,0.577262414,spam
14,5,11,3.4,8,3,5,22,10,0,0,0,0,0,0,0,0,0,0,113,21,85,85,2,2,72,0.7522124,0.63716817,3.4285715,0.18584071,4.047619,0.84705883,0,-1,4,-1,0.42857143,5,10,0,0,0,10,10,81,17,3,6,51,4,73,8,11,9,4,0,6,4,0,0,11,0.088495575,0,0,0.136986301,NaN,0.138888889,19,4,2,12,0,11,0.688850659,0.818352885,0.796490491,0.720900462,0,0.716111411,spam
39,3,10,6,14,3.6666667,3,12,9,9,0,9,0,8,6,0,6,0,6,107,20,80,80,2,2,52,0.74766356,0.48598132,2.6,0.18691589,4,0.65,0,-1,3,-1,0.75,32,25,0,1,0,24,24,66,18,11,7,26,15,56,14,7,7,4,0,3,4,0,2,5,0.23364486,0,0.0625,0.375,0.428571429,0.461538462,13,2,2,7,6,5,0.74586982,0.76555993,0.831954883,0.789598991,0.782314261,0.777213205,spam
37,5,13,2.4,3,4.6666665,5,23,14,9,0,9,0,8,4,0,4,0,4,135,16,112,112,2,2,78,0.8296296,0.5777778,4.875,0.11851852,7,0.6964286,0,-1,5,-1,0.25,32,32,0,0,0,32,29,82,12,21,4,41,8,82,3,11,11,0,0,3,5,0,4,5,0.237037037,0,0,0.367816092,0.390243902,0.41025641,16,4,3,7,6,5,0.733425584,0.769454883,0.773768511,0.769177968,0.765711774,0.761568299,spam
0,3,8,3,5,4.625,3,12,13,1,1,0,0,0,0,0,0,0,0,62,11,44,44,29,4,2,0.7096774,0.032258064,0.18181819,0.17741935,4,0.045454547,0,-1,3,-1,0.45454547,-1,4,1,0,3,0,-1,46,8,8,22,4,-1,29,2,8,8,-1,0,0,3,0,5,-1,0.064516129,0.090909091,0,0.088235294,0,-1,6,2,1,1,0,-1,0.786734697,0.894885518,0.796657624,0.812893399,1,-1,spam
3,3,8,2.6666667,4,11.333333,3,17,12,7,0,7,0,0,6,0,6,0,0,103,10,86,86,2,2,12,0.83495146,0.116504855,1.2,0.097087376,8.6,0.13953489,0,-1,3,-1,0.5,3,26,0,0,0,26,3,64,8,16,6,30,0,60,4,14,14,0,0,1,4,0,1,1,0.252427184,0,0,0.388059701,0.433333333,0.25,11,2,2,5,4,1,0.727199231,0.879588002,0.817187788,0.758287232,0.764444756,0.953509509,spam
6,3,7,2.6666667,4,5.2,3,10,7,2,0,2,0,1,0,0,0,0,0,59,10,42,42,2,2,11,0.7118644,0.18644068,1.1,0.16949153,4.2,0.26190478,0,-1,3,-1,0.5,6,6,0,2,0,4,4,42,8,15,6,9,2,15,4,8,8,0,0,1,4,0,1,1,0.101694915,0,0.1,0.181818182,0.266666667,0.363636364,9,2,2,3,2,1,0.786389787,0.879588002,0.811835573,0.918456791,0.931744527,0.947442759,spam
41,3,10,6,14,3.6666667,3,14,10,9,0,9,0,8,6,0,6,0,6,109,20,82,82,2,2,54,0.7522936,0.49541286,2.7,0.18348624,4.1,0.6585366,0,-1,3,-1,0.75,32,26,0,1,0,25,25,67,18,11,7,27,16,58,14,7,7,5,0,3,4,0,2,5,0.23853211,0,0.0625,0.378787879,0.431034483,0.462962963,13,2,2,7,6,5,0.731189739,0.76555993,0.831954883,0.774298505,0.770313061,0.764180439,spam
0,5,5,2.6,5,3.8,5,4,4,0,0,0,0,0,0,0,0,0,0,47,17,23,23,5,4,2,0.4893617,0.04255319,0.11764706,0.3617021,1.3529412,0.08695652,0,-1,5,-1,0.3529412,-1,5,0,0,5,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.106382979,0,0,0.5,0,-1,9,4,2,1,0,-1,0.752058344,0.78765934,0.818007335,1,1,-1,spam
49,3,13,6.6666665,16,3.75,3,29,21,15,0,15,0,13,6,0,6,0,6,151,22,122,122,2,2,103,0.80794704,0.6821192,4.681818,0.14569536,5.5454545,0.8442623,0,-1,3,-1,0.77272725,32,26,0,1,0,25,21,104,20,7,4,69,27,107,16,15,15,13,0,4,3,0,5,7,0.17218543,0,0.1,0.223214286,0.23364486,0.242718447,15,2,1,10,9,8,0.729851886,0.801138793,0.879588002,0.757157754,0.760605222,0.755071929,spam
0,5,5,2.6,5,3.8,5,4,4,0,0,0,0,0,0,0,0,0,0,47,17,23,23,5,4,2,0.4893617,0.04255319,0.11764706,0.3617021,1.3529412,0.08695652,0,-1,5,-1,0.3529412,-1,5,0,0,5,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.106382979,0,0,0.5,0,-1,9,4,2,1,0,-1,0.736736529,0.78765934,0.818007335,0.879588002,1,-1,spam
0,5,5,2.6,5,3.8,5,4,4,0,0,0,0,0,0,0,0,0,0,47,17,23,23,5,4,2,0.4893617,0.04255319,0.11764706,0.3617021,1.3529412,0.08695652,0,-1,5,-1,0.3529412,-1,5,0,0,5,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.106382979,0,0,0.5,0,-1,9,4,2,1,0,-1,0.733844968,0.78765934,0.818007335,0.856863624,1,-1,spam
42,3,10,6,14,3.6666667,3,14,10,9,0,9,0,8,6,0,6,0,6,110,20,83,83,2,2,55,0.75454545,0.5,2.75,0.18181819,4.15,0.6626506,0,-1,3,-1,0.75,32,27,0,1,0,26,26,67,18,11,7,27,16,59,14,7,7,5,0,3,4,0,2,5,0.245454545,0,0.0625,0.388059701,0.440677966,0.472727273,13,2,2,7,6,5,0.73045786,0.76555993,0.831954883,0.771684055,0.767215245,0.760864371,spam
825,3,6,4.3333335,9,2.5,3,97,82,119,0,119,0,119,13,0,13,0,13,864,15,842,842,2,2,828,0.974537,0.9583333,55.2,0.017361112,56.133335,0.9833729,0,-1,3,-1,0.6666667,825,134,0,0,0,134,134,720,13,3,3,697,691,833,9,4,4,0,0,1,3,0,1,1,0.155092593,0,0,0.160095579,0.160864346,0.161835749,8,2,1,3,2,1,0.574745401,0.863489053,0.827729377,0.572761882,0.572034222,0.571141365,spam
845,3,6,4.3333335,9,2.5,3,104,89,125,0,125,0,125,20,0,20,0,20,884,15,862,862,2,2,848,0.9751131,0.959276,56.533333,0.016968327,57.466667,0.9837587,0,-1,3,-1,0.6666667,845,144,0,0,0,144,144,730,13,3,3,707,701,853,9,4,4,0,0,1,3,0,1,1,0.162895928,0,0,0.168028005,0.168815944,0.169811321,8,2,1,3,2,1,0.575402988,0.863489053,0.827729377,0.574179503,0.573470887,0.572633561,spam
18,3,8,4.3333335,9,2,3,8,7,0,0,0,0,0,0,0,0,0,0,77,15,55,55,2,2,46,0.71428573,0.5974026,3.0666666,0.19480519,3.6666667,0.8363636,0,-1,3,-1,0.6666667,9,18,0,-1,0,18,18,45,13,-1,3,25,0,50,9,8,6,0,0,2,2,0,3,4,0.233766234,0,0,0.333333333,0.36,0.391304348,9,2,-1,5,4,4,0.701399808,0.89761679,NaN,0.677848277,0.671843662,0.643411579,spam
30,4,16,5.75,12,3.6666667,4,20,21,6,0,6,0,5,1,0,1,0,1,168,26,135,135,2,2,107,0.8035714,0.6369048,4.1153846,0.15476191,5.1923075,0.7925926,0,-1,5,-1,0.5,24,42,0,4,1,37,4,101,23,46,7,21,24,64,12,11,11,2,0,3,6,0,2,5,0.25,0,0.064516129,0.520547945,0.578125,0.086956522,23,3,11,7,6,7,0.695650318,0.791265232,0.777497759,0.713712267,0.687197764,0.800738258,spam
36,3,12,2.6666667,4,3.5,3,26,12,0,0,0,0,0,0,0,0,0,0,109,10,92,92,2,2,74,0.8440367,0.6788991,7.4,0.09174312,9.2,0.8043478,0,-1,3,-1,0.5,7,8,2,0,0,6,6,79,6,4,7,58,30,78,2,7,7,7,1,7,3,0,1,13,0.073394495,0.2,0,0.069767442,0.076923077,0.081081081,20,2,1,15,14,13,0.704517027,0.879588002,0.871049064,0.707629899,0.717457843,0.717813101,spam
0,4,0,5,12,NaN,4,0,0,0,0,0,0,0,0,0,0,0,0,31,23,1,1,2,2,2,0.032258064,0.06451613,0.08695652,0.7419355,0.04347826,2,0,-1,3,-1,0.39130434,-1,1,1,-1,-1,-1,-1,22,18,-1,-1,-1,-1,0,7,0,-1,-1,0,0,1,1,0,-1,0.032258065,0.043478261,-1,-1,-1,-1,4,3,-1,-1,-1,-1,0.872966766,0.877406272,-1,-1,-1,-1,spam
1,4,5,4.75,8,4.3333335,4,6,3,0,0,0,0,0,0,0,0,0,0,52,22,23,23,2,2,7,0.44230768,0.13461539,0.3181818,0.42307693,1.0454545,0.3043478,0,-1,4,-1,0.4090909,1,1,0,-1,0,1,1,41,19,-1,10,8,0,11,8,10,10,0,0,1,2,0,1,1,0.019230769,0,0,0.045454545,0.090909091,0.142857143,8,3,-1,3,2,1,0.761728265,0.808833287,NaN,0.849604891,0.947442759,1,spam
3,3,8,2.6666667,4,5.3333335,3,12,6,0,0,0,0,0,0,0,0,0,0,61,10,44,44,2,2,6,0.72131145,0.09836066,0.6,0.16393442,4.4,0.13636364,0,-1,3,-1,0.5,3,3,0,0,0,3,3,46,8,18,11,5,0,12,4,12,12,0,0,1,4,0,2,1,0.049180328,0,0,0.130434783,0.3,0.5,9,2,2,3,2,1,0.741596436,0.879588002,0.772117801,0.896629291,0.939794001,1,spam
49,3,13,6.6666665,16,3.75,3,27,19,12,0,12,0,10,3,0,3,0,3,151,22,122,122,2,2,103,0.80794704,0.6821192,4.681818,0.14569536,5.5454545,0.8442623,0,-1,3,-1,0.77272725,32,28,0,1,0,27,23,102,20,7,4,67,25,107,16,15,15,13,0,4,3,0,5,7,0.185430464,0,0.1,0.241071429,0.252336449,0.262135922,15,2,1,10,9,8,0.730391768,0.801138793,0.879588002,0.756751922,0.759670925,0.754093369,spam
0,5,5,2.6,5,4.2,5,3,3,0,0,0,0,0,0,0,0,0,0,49,17,25,25,4,4,2,0.5102041,0.040816326,0.11764706,0.3469388,1.4705882,0.08,0,-1,5,-1,0.3529412,-1,10,0,6,4,0,-1,28,13,7,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.204081633,0,0.375,0.444444444,0,-1,9,4,2,1,0,-1,0.751604747,0.78765934,0.851409766,0.929896694,1,-1,spam
21,4,9,5.5,10,5.4,4,14,9,0,0,0,0,0,0,0,0,0,0,101,25,69,69,2,2,37,0.6831683,0.36633664,1.48,0.24752475,2.76,0.5362319,0,-1,4,-1,0.44,15,21,0,0,0,21,21,64,22,3,21,14,0,41,10,14,14,0,0,3,3,0,2,5,0.207920792,0,0,0.328125,0.512195122,0.567567568,13,3,1,7,6,5,0.720121024,0.739314386,0.41816566,0.762347966,0.760405724,0.737332038,spam
0,5,5,2.6,5,4.2,5,3,3,0,0,0,0,0,0,0,0,0,0,49,17,25,25,4,4,2,0.5102041,0.040816326,0.11764706,0.3469388,1.4705882,0.08,0,-1,5,-1,0.3529412,-1,10,0,6,4,0,-1,28,13,7,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.204081633,0,0.375,0.444444444,0,-1,9,4,2,1,0,-1,0.737065678,0.78765934,0.820159766,0.859793388,1,-1,spam
18,4,12,5,12,2.75,4,10,6,0,0,0,0,0,0,0,0,0,0,88,23,58,58,2,2,43,0.65909094,0.48863637,1.8695652,0.26136363,2.5217392,0.7413793,0,-1,4,-1,0.65217394,7,16,4,0,0,12,12,50,15,3,5,23,6,47,10,6,5,4,0,5,3,1,3,9,0.181818182,0.173913043,0,0.226415094,0.255319149,0.279069767,17,3,1,11,10,9,0.768910419,0.870150663,0.827729377,0.806544905,0.814741912,0.804526804,spam
265,3,6,4.3333335,9,2.5,3,25,41,31,0,31,0,31,0,0,0,0,0,304,15,282,282,2,2,268,0.92763156,0.8815789,17.866667,0.049342107,18.8,0.95035464,0,-1,3,-1,0.6666667,265,38,0,0,0,38,38,256,13,3,3,233,227,273,9,4,4,0,0,1,3,0,1,1,0.125,0,0,0.137184116,0.139194139,0.141791045,8,2,1,3,2,1,0.674102157,0.863489053,0.827729377,0.675205794,0.674228052,0.671491039,spam
42,3,10,6,14,3.6666667,3,14,10,9,0,9,0,8,6,0,6,0,6,110,20,83,83,2,2,55,0.75454545,0.5,2.75,0.18181819,4.15,0.6626506,0,-1,3,-1,0.75,32,27,0,1,0,26,26,67,18,11,7,27,16,59,14,7,7,5,0,3,4,0,2,5,0.245454545,0,0.0625,0.388059701,0.440677966,0.472727273,13,2,2,7,6,5,0.734284865,0.76555993,0.831954883,0.777811155,0.774390116,0.768695888,spam
0,3,12,4.6666665,10,2.909091,3,6,4,0,0,0,0,0,0,0,0,0,0,70,16,47,47,2,2,4,0.67142856,0.057142857,0.25,0.22857143,2.9375,0.08510638,0,-1,4,-1,0.6875,0,7,0,7,0,0,0,47,14,19,3,7,0,8,10,5,5,0,1,0,6,0,5,0,0.1,0,0.179487179,0,NaN,0,11,2,6,1,0,0,0.73530432,0.84375,0.765369588,0.916666667,0,1,spam
15,3,10,3.6666667,7,4.25,3,11,6,1,1,0,0,0,0,0,0,0,0,79,13,59,59,2,2,38,0.7468355,0.48101267,2.9230769,0.16455697,4.5384617,0.6440678,0,-1,3,-1,0.53846157,7,11,1,-1,0,10,10,52,10,-1,14,24,4,42,2,8,8,4,0,3,2,0,4,5,0.139240506,0.076923077,0,0.172413793,0.238095238,0.263157895,11,2,-1,7,6,5,0.737613179,0.833699597,NaN,0.771461978,0.79905373,0.811906826,spam
30,4,16,5.75,12,3.6666667,4,19,22,5,0,5,0,4,0,0,0,0,0,168,26,135,135,2,2,107,0.8035714,0.6369048,4.1153846,0.15476191,5.1923075,0.7925926,0,-1,5,-1,0.5,24,39,0,4,1,34,4,104,23,46,7,24,24,64,12,11,11,2,0,3,6,0,2,5,0.232142857,0,0.064516129,0.479452055,0.53125,0.086956522,23,3,11,7,6,7,0.700814501,0.791265232,0.772080056,0.728046746,0.713205348,0.789895824,spam
0,5,6,2.6,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,53,17,29,29,4,4,2,0.5471698,0.03773585,0.11764706,0.3207547,1.7058823,0.06896552,0,-1,5,-1,0.3529412,-1,10,0,6,4,0,-1,31,13,10,0,4,-1,11,5,7,7,-1,0,0,4,0,2,-1,0.188679245,0,0.3,0.444444444,0,-1,9,4,2,1,0,-1,0.755455288,0.78765934,0.852439846,0.929896694,1,-1,spam
781,3,6,4.3333335,9,2.5,3,102,91,105,0,105,0,105,14,0,14,0,14,820,15,798,798,2,2,784,0.97317076,0.95609754,52.266666,0.018292682,53.2,0.98245615,0,-1,3,-1,0.6666667,781,127,0,0,0,127,127,683,13,3,3,660,654,789,9,4,4,0,0,1,3,0,1,1,0.154878049,0,0,0.160151324,0.160963245,0.161989796,8,2,1,3,2,1,0.586872712,0.863489053,0.827729377,0.585548862,0.584899401,0.583963542,spam
44,3,14,4.3333335,9,3.6,3,20,16,7,0,7,0,7,4,0,4,0,4,131,15,109,109,2,2,86,0.83206105,0.65648854,5.733333,0.114503816,7.266667,0.78899086,0,-1,3,-1,0.6666667,32,26,0,0,0,26,25,84,13,4,11,52,18,90,9,8,8,7,0,4,3,0,4,7,0.198473282,0,0,0.252427184,0.288888889,0.320512821,16,2,1,11,10,7,0.716857606,0.89761679,0.871049064,0.737213027,0.753514535,0.761568299,spam
32,3,13,6.6666665,16,4.7,3,17,14,9,0,9,0,7,5,0,5,0,5,132,22,103,103,2,2,46,0.780303,0.34848484,2.090909,0.16666667,4.681818,0.44660193,0,-1,5,-1,0.77272725,32,22,0,1,0,21,20,93,20,39,3,27,12,51,16,10,8,0,0,1,7,0,4,1,0.166666667,0,0.025641026,0.328125,0.381818182,0.456521739,14,2,6,4,3,1,0.727891303,0.801138793,0.746448899,0.814103964,0.837174392,0.804102317,spam
0,3,4,2.6666667,4,5.25,3,5,4,0,0,0,0,0,0,0,0,0,0,41,10,24,24,12,5,2,0.58536583,0.048780486,0.2,0.24390244,2.4,0.083333336,0,-1,3,-1,0.5,-1,0,0,0,0,0,-1,33,8,4,12,5,-1,12,4,12,4,-1,0,0,3,0,1,-1,0,0,0,0,0,-1,6,2,1,1,0,-1,0.754737352,0.879588002,0.871049064,0.83006772,1,-1,spam
18,4,12,5,12,4.75,4,13,9,0,0,0,0,0,0,0,0,0,0,96,23,66,66,2,2,43,0.6875,0.44791666,1.8695652,0.23958333,2.8695652,0.6515151,0,-1,4,-1,0.65217394,7,16,4,0,0,12,12,58,15,11,5,23,6,47,10,11,11,4,0,5,3,1,3,9,0.166666667,0.173913043,0,0.226415094,0.255319149,0.279069767,17,3,1,11,10,9,0.738554583,0.870150663,0.719164872,0.804058285,0.81185035,0.801291517,spam
0,3,4,6.6666665,15,2.75,3,3,1,0,0,0,0,0,0,0,0,0,0,43,22,14,14,3,3,2,0.3255814,0.046511628,0.09090909,0.5116279,0.6363636,0.14285715,0,-1,3,-1,0.45454547,-1,0,0,0,0,0,-1,34,19,5,3,3,-1,5,9,5,5,-1,0,0,3,1,1,-1,0,0,0,0,0,-1,6,2,1,1,0,-1,0.789912659,0.857299385,0.898226518,0.898226518,1,-1,spam
781,3,6,4.3333335,9,2.5,3,96,83,106,0,106,0,106,9,0,9,0,9,820,15,798,798,2,2,784,0.97317076,0.95609754,52.266666,0.018292682,53.2,0.98245615,0,-1,3,-1,0.6666667,781,122,0,0,0,122,122,688,13,3,3,665,659,789,9,4,4,0,0,1,3,0,1,1,0.148780488,0,0,0.153846154,0.154626109,0.155612245,8,2,1,3,2,1,0.582204686,0.863489053,0.827729377,0.580509224,0.579752708,0.578793632,spam
0,3,12,4.6666665,10,2.909091,3,5,3,0,0,0,0,0,0,0,0,0,0,70,16,47,47,2,2,4,0.67142856,0.057142857,0.25,0.22857143,2.9375,0.08510638,0,-1,4,-1,0.6875,0,8,0,8,0,0,0,46,14,18,3,7,0,8,10,5,5,0,0,0,6,0,5,0,0.114285714,0,0.205128205,0,NaN,0,11,2,6,1,0,0,0.746100117,0.84375,0.765369588,0.916666667,0,1,spam
3,3,8,3.6666667,7,3.5,3,8,4,1,1,0,0,0,0,0,0,0,0,60,13,40,40,2,2,22,0.6666667,0.36666667,1.6923077,0.21666667,3.0769231,0.55,0,-1,3,-1,0.53846157,3,4,1,-1,0,3,3,43,10,-1,11,18,0,26,2,8,8,0,0,1,2,0,3,2,0.066666667,0.076923077,0,0.076923077,0.115384615,0.136363636,8,2,-1,4,3,2,0.744356873,0.833699597,NaN,0.810704798,0.879267535,0.918456791,spam
